relation_set,seed,relation,stat,mean,std,min,q05,q50,q95,max,degree_q10,degree_q90,feature_deviation_q90,neighbor_cosine_q10,fraud_proto_train_nodes,benign_proto_train_nodes,prototype_labels,test_label_used
all,42,UPU,fraud_minus_benign_margin_z,-3.832582606833057e-08,1.0,-0.47928881645202637,-0.47824031114578247,-0.4769754111766815,2.138936996459961,2.140103816986084,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,USU,log_degree_norm,0.6262906193733215,0.17721889913082123,0.0,0.3237881064414978,0.637668251991272,0.889706552028656,1.0,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,degree_top10,0.10005023330450058,0.3000669777393341,0.0,0.0,0.0,1.0,1.0,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,degree_low,0.10021768510341644,0.3002900183200836,0.0,0.0,0.0,1.0,1.0,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,feature_l2_deviation_z,6.451514167338246e-08,1.0,-1.2433476448059082,-1.1202811002731323,-0.13833817839622498,1.9550968408584595,7.9173736572265625,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,neighbor_cosine,0.4061853289604187,0.4283958375453949,0.0,0.032196663320064545,0.11114911735057831,0.9998648166656494,0.9999904632568359,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,zscore_high_fraction,0.053000666201114655,0.09005489200353622,0.0,0.0,0.0,0.2800000011920929,0.8399999737739563,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,fraud_proto_dist_z,-7.665165391301798e-09,0.9999998807907104,-1.01173996925354,-0.7751531004905701,-0.25172775983810425,2.1761715412139893,8.969761848449707,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,benign_proto_dist_z,2.874436910715872e-09,1.0,-1.6164209842681885,-1.2571710348129272,-0.04208172857761383,1.6834880113601685,10.074552536010742,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,USU,fraud_minus_benign_margin_z,-1.2775275948229137e-08,1.0,-0.5318489670753479,-0.5316588282585144,-0.5309672355651855,1.984213948249817,1.9844207763671875,31.0,1685.7000000000007,1054.2644335962411,0.03841908046714165,326,4418,train_only,False
all,42,UVU,log_degree_norm,0.48948347568511963,0.16314803063869476,0.0,0.20416197180747986,0.5139896869659424,0.7403689026832581,1.0,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,degree_top10,0.10005023330450058,0.3000669777393341,0.0,0.0,0.0,1.0,1.0,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,degree_low,0.10222706198692322,0.30294668674468994,0.0,0.0,0.0,1.0,1.0,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,feature_l2_deviation_z,-1.9162913478254495e-09,0.9999999403953552,-1.7532777786254883,-1.5425649881362915,0.020388273522257805,1.6036139726638794,7.872159004211426,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,neighbor_cosine,0.3666815459728241,0.4482899308204651,0.0,0.02060605026781559,0.037892021238803864,0.9998300075531006,0.9999892711639404,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,zscore_high_fraction,0.053576696664094925,0.09629019349813461,0.0,0.0,0.0,0.2800000011920929,1.0,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,fraud_proto_dist_z,-3.8485516995478974e-08,0.9999999403953552,-1.9626026153564453,-1.560865044593811,0.08304335176944733,1.2229745388031006,10.284629821777344,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,benign_proto_dist_z,3.5451389379659304e-08,1.0,-2.553809642791748,-2.0498788356781006,0.2945307791233063,0.3065130412578583,9.590435028076172,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UVU,fraud_minus_benign_margin_z,1.0986737208895647e-07,0.9999999403953552,-0.4312734603881836,-0.4309549033641815,-0.43059977889060974,2.4456324577331543,2.4467222690582275,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,123,UPU,log_degree_norm,0.3283191919326782,0.2370554804801941,0.0,0.0,0.31192833185195923,0.7752532958984375,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
all,123,UPU,degree_top10,0.10046885162591934,0.30062413215637207,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
all,123,UPU,degree_low,0.14400535821914673,0.35109516978263855,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
all,123,UPU,feature_l2_deviation_z,-3.7687062359736956e-08,1.0,-0.9123706221580505,-0.8871681094169617,-0.2572071850299835,1.9948043823242188,7.0221734046936035,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
all,123,UPU,neighbor_cosine,0.4106106758117676,0.440712571144104,0.0,0.0,0.11099334806203842,0.9998435974121094,0.999993085861206,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
all,123,UPU,zscore_high_fraction,0.1319357007741928,0.200794979929924,0.0,0.0,0.03999999910593033,0.6000000238418579,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,272,3777,train_only,False
